length,uppercase_count,lowercase_count,digit_count,special_char_count,shannon_entropy,has_common_pattern,has_dictionary_word,consecutive_chars,char_diversity_ratio,keyboard_pattern,password,label,label_name
6,0,6,0,0,0.0,0,0,6,0.1667,0,yyyyyy,0,Weak
14,1,9,2,2,3.5216,0,0,1,0.8571,0,Flame-river64%,2,Strong
20,10,4,4,2,4.1219,0,0,1,0.9,0,YG7N7gOY8JFE3Ka@Mi)b,2,Strong
14,7,4,1,2,3.8074,0,0,1,1.0,0,^bMeO8IKofUA%X,2,Strong
4,0,0,4,0,2.0,0,0,1,1.0,0,7321,0,Weak
11,6,5,0,0,2.8454,0,0,1,0.7273,0,EtJNodEgtQE,1,Medium
8,0,4,4,0,3.0,0,0,1,1.0,0,l2c53k9o,1,Medium
9,0,3,6,0,2.9477,0,0,2,0.8889,0,8g1a0774r,1,Medium
10,6,4,0,0,3.1219,0,0,1,0.9,0,iLULvRFhpZ,1,Medium
13,3,5,2,3,3.5466,0,0,1,0.9231,0,5c%E1&$FBndmd,2,Strong
13,5,5,1,2,3.5466,0,0,2,0.9231,0,7xHTb##dYMoBk,2,Strong
9,4,5,0,0,3.1699,0,0,1,1.0,0,uLOydEXoe,1,Medium
12,4,2,4,2,3.585,0,0,1,1.0,0,@20KF3bPE%4w,2,Strong
9,5,4,0,0,3.1699,0,0,1,1.0,0,nkRLYfPEi,1,Medium
14,3,5,5,1,3.5216,0,0,1,0.8571,0,J9f!7n0nUg6M9p,2,Strong
4,0,0,4,0,1.5,0,0,2,0.75,0,9577,0,Weak
9,0,6,3,0,2.9477,0,0,1,0.8889,0,j84rx6pry,1,Medium
14,1,9,2,2,3.5216,0,0,2,0.8571,0,Apple-cloud48$,2,Strong
5,0,0,5,0,1.9219,0,0,1,0.8,0,45471,0,Weak
10,0,9,0,1,2.9219,0,0,2,0.8,0,llstbck%sr,1,Medium
16,1,11,2,2,3.3278,0,0,2,0.6875,0,Storm-correct40!,2,Strong
7,0,7,0,0,0.0,0,0,7,0.1429,0,sssssss,0,Weak
11,0,9,2,0,3.2776,0,0,1,0.9091,0,kern6yjmk3t,1,Medium
6,0,6,0,0,2.585,0,0,1,1.0,0,xjkofd,0,Weak
10,7,3,0,0,3.1219,0,0,1,0.9,0,PnExJmIOBJ,1,Medium
15,3,7,1,4,3.7736,0,0,1,0.9333,0,fD(%hHls&yXzi3&,2,Strong
6,0,6,0,0,2.585,0,0,1,1.0,0,shadow,0,Weak
15,4,5,3,3,3.9069,0,0,1,1.0,0,*nlRp5s1P(&BE6b,2,Strong
15,6,5,2,2,3.7736,0,0,1,0.9333,0,eYsAN0*5GxAIbz!,2,Strong
5,0,5,0,0,2.3219,1,0,1,1.0,0,admin,0,Weak
18,3,4,5,6,3.7255,0,0,1,0.7778,0,5*#*^v5Ml4AS34&yl(,2,Strong
9,0,0,9,0,3.1699,1,0,1,1.0,1,123456789,0,Weak
14,1,9,2,2,3.5216,0,0,1,0.8571,0,Ocean-river71#,2,Strong
10,0,9,0,1,2.9219,0,0,1,0.8,0,pflif$qwkl,1,Medium
15,4,7,1,3,3.9069,0,0,1,1.0,0,Y9JnHy#*xj^Soat,2,Strong
16,1,11,2,2,3.4528,0,0,2,0.75,0,Correct-tiger27!,2,Strong
8,0,7,0,1,3.0,0,0,1,1.0,0,gtz@qomw,1,Medium
5,0,0,5,0,1.5219,0,0,1,0.6,0,73732,0,Weak
7,0,7,0,0,0.0,0,0,7,0.1429,0,rrrrrrr,0,Weak
7,0,7,0,0,0.0,0,0,7,0.1429,0,xxxxxxx,0,Weak
11,0,8,3,0,3.2776,0,0,1,0.9091,0,3rjk4cweq4f,1,Medium
8,0,4,4,0,2.75,0,0,1,0.875,0,2y0oy58f,1,Medium
10,0,9,0,1,3.1219,0,0,1,0.9,0,zxez$noylp,1,Medium
17,10,2,4,1,3.8522,0,0,1,0.8824,0,QEUW68IzV4Q*ZsIY3,2,Strong
6,0,6,0,0,2.2516,0,0,2,0.8333,0,bbyxoa,0,Weak
7,0,7,0,0,2.5216,1,0,1,0.8571,0,welcome,0,Weak
8,6,2,0,0,3.0,0,0,1,1.0,0,lHiKNLUY,1,Medium
8,0,5,3,0,2.75,0,0,1,0.875,0,4jtj27yh,1,Medium
5,0,5,0,0,0.0,0,0,5,0.2,0,hhhhh,0,Weak
8,0,5,3,0,3.0,0,0,1,1.0,0,idbx287g,1,Medium
11,6,5,0,0,3.4594,0,0,1,1.0,0,eNmFIatPTGr,1,Medium
10,0,9,0,1,3.1219,0,0,1,0.9,0,tkav%pdtuf,1,Medium
4,0,0,4,0,2.0,0,0,1,1.0,0,6591,0,Weak
9,3,6,0,0,3.1699,0,0,1,1.0,0,jyxrJKnMb,1,Medium
6,0,6,0,0,2.2516,0,0,1,0.8333,0,vneind,0,Weak
15,3,8,2,2,3.7736,0,0,1,0.9333,0,&dcw0iS@Hlq2Ozq,2,Strong
6,0,6,0,0,0.0,0,0,6,0.1667,0,yyyyyy,0,Weak
6,0,0,6,0,0.0,1,0,6,0.1667,0,111111,0,Weak
6,0,0,6,0,2.2516,0,0,2,0.8333,0,401332,0,Weak
18,5,6,3,4,4.0588,0,0,1,0.9444,0,fS2Y&#4loN^T1&hGsk,2,Strong
9,0,5,4,0,2.9477,0,0,1,0.8889,0,y39bu4uz2,1,Medium
5,0,5,0,0,2.3219,0,0,1,1.0,0,dvarw,0,Weak
4,0,4,0,0,0.0,0,0,4,0.25,0,yyyy,0,Weak
8,4,4,0,0,3.0,0,0,1,1.0,0,fSwvzEMZ,1,Medium
18,6,3,3,6,3.9477,0,0,1,0.8889,0,(A(Hcv^$40#)8lZAJX,2,Strong
8,0,7,0,1,2.75,0,0,1,0.875,0,poveud@v,1,Medium
10,4,6,0,0,3.3219,0,0,1,1.0,0,ZDxfLhskoR,1,Medium
12,4,8,0,0,3.585,0,0,1,1.0,0,dckBZRuLpitv,1,Medium
14,1,9,2,2,3.5216,0,0,1,0.8571,0,Tiger-pixel86$,2,Strong
8,0,7,0,1,2.75,0,0,2,0.875,0,j#snqldd,1,Medium
4,0,0,4,0,2.0,0,0,1,1.0,0,2817,0,Weak
7,0,7,0,0,2.5216,1,0,1,0.8571,0,letmein,0,Weak
5,0,5,0,0,2.3219,1,0,1,1.0,0,admin,0,Weak
13,4,2,3,4,3.7004,0,0,1,1.0,0,#NM6^0zXU*!9w,2,Strong
5,0,5,0,0,0.0,0,0,5,0.2,0,vvvvv,0,Weak
14,1,9,2,2,3.8074,0,0,1,1.0,0,Cloud-tiger84#,2,Strong
9,0,8,0,1,3.1699,0,0,1,1.0,0,ojfxhuqr#,1,Medium
14,1,9,2,2,3.3788,0,0,1,0.7857,0,Horse-storm62!,2,Strong
16,4,7,3,2,3.75,0,0,1,0.875,0,sctW0%wd2Zx%FX0e,2,Strong
11,5,6,0,0,3.2776,0,0,1,0.9091,0,bXviJRyeJfS,1,Medium
7,0,0,7,0,2.2359,0,0,2,0.7143,0,3706617,0,Weak
13,3,5,2,3,3.5466,0,0,1,0.9231,0,U#83fvrW%jR*r,2,Strong
8,0,8,0,0,0.0,0,0,8,0.125,0,yyyyyyyy,0,Weak
18,1,13,2,2,3.4194,0,0,2,0.6667,0,Battery-correct23$,2,Strong
8,0,7,0,1,3.0,0,0,1,1.0,0,imxdrjp!,1,Medium
7,0,0,7,0,2.5216,0,0,1,0.8571,0,2101798,0,Weak
10,7,3,0,0,3.3219,0,0,1,1.0,0,GCPKcDlWoJ,1,Medium
6,0,6,0,0,2.2516,0,0,2,0.8333,0,eiiypw,0,Weak
4,0,4,0,0,2.0,0,0,1,1.0,0,dwla,0,Weak
9,5,4,0,0,3.1699,0,0,1,1.0,0,yOfLFjSGh,1,Medium
9,4,5,0,0,3.1699,0,0,1,1.0,0,edvpLTBIn,1,Medium
8,0,8,0,0,3.0,0,1,1,1.0,0,superman,0,Weak
8,0,7,0,1,2.75,0,0,1,0.875,0,jrdgmgi!,1,Medium
7,0,0,7,0,1.9502,0,0,2,0.5714,0,4633848,0,Weak
7,0,7,0,0,2.8074,0,0,1,1.0,0,kclrjdx,0,Weak
18,1,13,2,2,3.128,0,0,2,0.5556,0,Correct-correct32%,2,Strong
10,0,9,0,1,3.1219,0,0,1,0.9,0,ruwqhqjd$c,1,Medium
10,0,7,3,0,3.1219,0,0,2,0.9,0,e4qgm5v2ww,1,Medium
5,0,5,0,0,0.0,0,0,5,0.2,0,yyyyy,0,Weak
8,0,8,0,0,2.5,0,0,2,0.75,0,football,0,Weak
8,0,8,0,0,0.0,0,0,8,0.125,0,yyyyyyyy,0,Weak
5,0,0,5,0,1.371,0,0,2,0.6,0,37133,0,Weak
6,0,6,0,0,2.2516,0,0,1,0.8333,0,ngzqmn,0,Weak
6,0,6,0,0,2.585,0,0,1,1.0,0,dilbja,0,Weak
14,1,9,2,2,3.2359,0,0,2,0.7143,0,Horse-storm66%,2,Strong
6,0,6,0,0,2.2516,0,0,1,0.8333,0,zjwxjr,0,Weak
15,3,4,4,4,3.6402,0,0,1,0.8667,0,8w59O7$n*ugO$#M,2,Strong
8,0,7,0,1,2.75,0,0,1,0.875,0,slf$ouqs,1,Medium
8,0,7,0,1,3.0,0,0,1,1.0,0,li@fcpbu,1,Medium
10,6,4,0,0,2.9219,0,0,2,0.8,0,nWUcmFmAAX,1,Medium
8,3,5,0,0,3.0,0,0,1,1.0,0,dzXcZWgj,1,Medium
9,0,8,0,1,2.9477,0,0,1,0.8889,0,mn@jdqxns,1,Medium
14,1,9,2,2,3.6645,0,0,1,0.9286,0,Storm-ocean47!,2,Strong
5,0,0,5,0,1.9219,0,0,2,0.8,0,77129,0,Weak
4,0,0,4,0,1.5,0,0,2,0.75,0,7100,0,Weak
8,0,8,0,0,3.0,0,0,1,1.0,0,iluvnhdc,1,Medium
19,4,11,1,3,3.5766,0,0,2,0.6842,0,lao3Xp)MZ%plGtaaco%,2,Strong
8,0,7,0,1,3.0,0,0,1,1.0,0,yrd!fvta,1,Medium
13,1,4,3,5,3.3347,0,0,2,0.8462,0,%##gf#c3o94!T,2,Strong
7,0,7,0,0,2.5216,0,0,1,0.8571,0,etwhahp,0,Weak
19,8,6,1,4,3.8924,0,0,1,0.8421,0,)GN#iDQ$nD6P*bsIebD,2,Strong
15,7,4,3,1,3.9069,0,0,1,1.0,0,U6wak&DZLVN41Om,2,Strong
9,0,0,9,0,3.1699,1,0,1,1.0,1,123456789,0,Weak
20,10,3,6,1,4.1219,0,0,1,0.9,0,OMc)3He8HW5A4IqPU94S,2,Strong
17,6,3,5,3,3.8522,0,0,1,0.8824,0,Tp2&P3%H$62VvIP8i,2,Strong
8,0,7,0,1,2.4056,0,0,3,0.75,0,%gqrrrop,1,Medium
18,7,6,3,2,4.0588,0,0,1,0.9444,0,j3gHTI7u*os%gFJBK4,2,Strong
9,7,2,0,0,3.1699,0,0,1,1.0,0,QNAqXKISf,1,Medium
11,6,5,0,0,3.2776,0,0,2,0.9091,0,ssAVHFxvDQg,1,Medium
4,0,4,0,0,1.5,0,0,2,0.75,0,gooz,0,Weak
11,5,6,0,0,3.0958,0,0,1,0.8182,0,kPHpPwCkuGx,1,Medium
6,0,0,6,0,0.0,1,0,6,0.1667,0,111111,0,Weak
5,0,5,0,0,0.0,0,0,5,0.2,0,uuuuu,0,Weak
5,0,0,5,0,2.3219,1,0,1,1.0,1,12345,0,Weak
9,0,5,4,0,2.9477,0,0,1,0.8889,0,9v8u9da1l,1,Medium
8,0,8,0,0,0.0,0,0,8,0.125,0,uuuuuuuu,0,Weak
6,0,6,0,0,2.585,0,0,1,1.0,0,kyzose,0,Weak
6,0,6,0,0,2.585,1,0,1,1.0,1,qwerty,0,Weak
9,0,8,0,1,3.1699,0,0,1,1.0,0,ezun@hlyw,1,Medium
11,7,4,0,0,3.2776,0,0,1,0.9091,0,jaUIXTKLknI,1,Medium
5,0,0,5,0,2.3219,0,0,1,1.0,0,34159,0,Weak
5,0,5,0,0,0.0,0,0,5,0.2,0,xxxxx,0,Weak
7,0,7,0,0,2.5216,1,0,1,0.8571,0,welcome,0,Weak
15,9,2,2,2,3.5069,0,0,1,0.8,0,K2ByBG2KMnZ!$WH,2,Strong
5,0,0,5,0,2.3219,0,0,1,1.0,0,19802,0,Weak
16,5,7,2,2,3.625,0,0,2,0.8125,0,Wbw7S3ugmoAu^VV^,2,Strong
15,6,4,2,3,3.7736,0,0,1,0.9333,0,G$#4$Bm0cPrtRDI,2,Strong
5,0,5,0,0,0.0,0,0,5,0.2,0,bbbbb,0,Weak
14,1,9,2,2,3.8074,0,0,1,1.0,0,Cloud-tiger24$,2,Strong
14,1,9,2,2,3.2359,0,0,1,0.7143,0,Horse-horse16!,2,Strong
15,4,7,2,2,3.6402,0,0,2,0.8667,0,0hDvvIVxNqh^4!m,2,Strong
13,3,4,3,3,3.5466,0,0,1,0.9231,0,w*25R#q%nM9Yn,2,Strong
10,0,9,0,1,2.9219,0,0,1,0.8,0,yir#igtlgz,1,Medium
8,0,7,0,1,2.75,0,0,2,0.875,0,pnwwb!xz,1,Medium
14,7,4,1,2,3.6645,0,0,1,0.9286,0,&rcA!8CALKXxHm,2,Strong
5,0,0,5,0,2.3219,0,0,1,1.0,0,01375,0,Weak
11,6,5,0,0,3.0958,0,0,1,0.8182,0,LXftHYMtoHp,1,Medium
14,1,9,2,2,3.6645,0,0,1,0.9286,0,Horse-cloud38@,2,Strong
15,6,4,4,1,3.5069,0,0,1,0.8,0,b9@HgE9c1UK6FcF,2,Strong
14,1,9,2,2,3.3788,0,0,1,0.7857,0,Horse-storm98@,2,Strong
15,3,7,2,3,3.7736,0,0,2,0.9333,0,&JuC^oo$zh2cT3m,2,Strong
19,9,6,3,1,3.9977,0,0,1,0.8947,0,kRVkmPD%MHSfTO5kl93,2,Strong
5,0,5,0,0,0.0,0,0,5,0.2,0,lllll,0,Weak
14,1,9,2,2,3.6645,0,0,1,0.9286,0,Cloud-river37@,2,Strong
4,0,0,4,0,1.5,0,0,2,0.75,0,2644,0,Weak
10,5,5,0,0,3.3219,0,0,1,1.0,0,cAgwzNbOLD,1,Medium
20,2,11,3,4,4.1219,0,0,1,0.9,0,g21av!exwo(p9Ff%kVx(,2,Strong
14,6,3,1,4,3.6645,0,0,1,0.9286,0,tU^Q1Mv&G@WiA^,2,Strong
9,0,7,2,0,3.1699,0,0,1,1.0,0,cqmpd7z4k,1,Medium
6,0,0,6,0,2.2516,0,0,2,0.8333,0,382944,0,Weak
5,0,5,0,0,2.3219,1,0,1,1.0,0,admin,0,Weak
20,9,6,2,3,4.1219,0,0,1,0.9,0,OvVqYB#ckIY69eNPUv)$,2,Strong
6,0,6,0,0,2.585,1,0,1,1.0,1,qwerty,0,Weak
16,6,7,2,1,3.75,0,0,1,0.875,0,E4PB4bHpfvApD!ux,2,Strong
11,6,5,0,0,3.4594,0,0,1,1.0,0,enhWHxCJUrV,1,Medium
5,0,5,0,0,1.9219,0,0,1,0.8,0,icjiq,0,Weak
7,0,7,0,0,0.0,0,0,7,0.1429,0,rrrrrrr,0,Weak
16,8,4,3,1,4.0,0,0,1,1.0,0,FyaC14&gUzE9HVOM,2,Strong
4,0,4,0,0,2.0,0,0,1,1.0,0,tjdb,0,Weak
9,0,8,0,1,2.4194,0,0,1,0.6667,0,oztgegog#,1,Medium
16,1,11,2,2,3.3278,0,0,2,0.6875,0,Storm-correct65$,2,Strong
8,0,7,0,1,2.5,0,0,2,0.75,0,iq%unkkq,1,Medium
16,7,3,2,4,3.625,0,0,1,0.8125,0,MUI$Yk%67fJM@K%k,2,Strong
7,0,0,7,0,2.5216,0,0,2,0.8571,0,1137289,0,Weak
16,4,4,5,3,3.75,0,0,1,0.875,0,!9!0MNaiShs3#M56,2,Strong
6,0,6,0,0,2.585,1,0,1,1.0,0,dragon,0,Weak
6,0,6,0,0,0.0,0,0,6,0.1667,0,hhhhhh,0,Weak
9,0,6,3,0,2.9477,0,0,1,0.8889,0,2gt30gchf,1,Medium
7,0,7,0,0,0.0,0,0,7,0.1429,0,xxxxxxx,0,Weak
15,1,10,2,2,3.5069,0,0,1,0.8,0,Flame-staple98!,2,Strong
6,0,0,6,0,0.0,1,0,6,0.1667,0,111111,0,Weak
6,0,6,0,0,2.585,0,0,1,1.0,0,master,0,Weak
11,0,9,2,0,3.4594,0,0,1,1.0,0,r9peglnukx4,1,Medium
11,4,7,0,0,3.2776,0,0,1,0.9091,0,jZPsnfxaPuS,1,Medium
5,0,0,5,0,1.9219,0,0,2,0.8,0,96772,0,Weak
5,0,0,5,0,2.3219,0,0,1,1.0,0,30692,0,Weak
8,3,5,0,0,3.0,0,0,1,1.0,0,KyMhdJbz,1,Medium
6,0,6,0,0,0.0,0,0,6,0.1667,0,wwwwww,0,Weak
4,0,4,0,0,2.0,0,0,1,1.0,0,tors,0,Weak
9,0,8,0,1,3.1699,0,0,1,1.0,0,izrnp$wtd,1,Medium
14,5,4,2,3,3.6645,0,0,2,0.9286,0,L6vaV%pY3^NN!i,2,Strong
17,9,4,2,2,3.9698,0,0,1,0.9412,0,P8kaGMDJUeD2(E&Wi,2,Strong
8,0,7,0,1,2.75,0,0,1,0.875,0,r$oavhai,1,Medium
16,7,5,2,2,4.0,0,0,1,1.0,0,q8PaRbwGn9!ELUD*,2,Strong
16,1,11,2,2,3.625,0,0,2,0.8125,0,Apple-battery19!,2,Strong
8,0,7,0,1,3.0,0,0,1,1.0,0,zk$mpnbr,1,Medium
11,0,5,6,0,3.2776,0,0,2,0.9091,0,owcp779460k,1,Medium
14,4,7,1,2,3.5216,0,0,1,0.8571,0,Wmum#k^SkDcp5X,2,Strong
5,0,0,5,0,2.3219,0,0,1,1.0,0,92384,0,Weak
16,1,11,2,2,3.875,0,0,2,0.9375,0,Cloud-battery70#,2,Strong
9,0,5,4,0,2.9477,0,0,1,0.8889,0,ivi052u9a,1,Medium
16,6,5,3,2,3.625,0,0,2,0.8125,0,CJ8hhAd^JM6&flD6,2,Strong
12,5,7,0,0,3.2516,0,0,2,0.8333,0,imKggEuNVRiq,1,Medium
8,0,7,1,0,2.75,0,0,1,0.875,0,7pkwcyuk,1,Medium
13,3,3,3,4,3.5466,0,0,1,0.9231,0,7QB5kn%$N#3c$,2,Strong
8,0,7,0,1,3.0,0,0,1,1.0,0,wyec%slx,1,Medium
6,0,0,6,0,2.2516,0,0,1,0.8333,0,465815,0,Weak
14,5,4,4,1,3.6645,0,0,1,0.9286,0,6&HuxCy4H28WvE,2,Strong
5,0,5,0,0,2.3219,1,0,1,1.0,0,login,0,Weak
11,0,8,3,0,3.2776,0,0,1,0.9091,0,0k36faoprmo,1,Medium
7,0,0,7,0,2.1281,0,0,2,0.7143,0,5319337,0,Weak
17,5,6,3,3,3.9698,0,0,1,0.9412,0,#NsAvlYJcs@U30%r2,2,Strong
17,8,4,3,2,3.9698,0,0,1,0.9412,0,D6!KjdO&QH7GEp0oH,2,Strong
4,0,4,0,0,0.0,0,0,4,0.25,0,yyyy,0,Weak
8,2,6,0,0,2.5,0,0,1,0.75,0,YvjngjHg,1,Medium
17,6,7,3,1,3.9698,0,0,1,0.9412,0,0Np0&cKaQ9jOVJvru,2,Strong
6,0,6,0,0,0.0,0,0,6,0.1667,0,eeeeee,0,Weak
8,0,5,3,0,3.0,0,0,1,1.0,0,yw4i7zt8,1,Medium
4,0,0,4,0,2.0,0,0,1,1.0,0,1075,0,Weak
16,5,4,1,6,3.75,0,0,1,0.875,0,A^6iPSk&^vG!p&(U,2,Strong
5,0,0,5,0,2.3219,0,0,1,1.0,0,98305,0,Weak
4,0,0,4,0,1.5,0,0,2,0.75,0,1733,0,Weak
7,0,7,0,0,2.5216,0,0,2,0.8571,0,jessica,0,Weak
5,0,5,0,0,2.3219,0,0,1,1.0,0,cwvdy,0,Weak
16,2,4,5,5,3.75,0,0,1,0.875,0,he5r670Kv5%&#Y^%,2,Strong
16,1,11,2,2,3.75,0,0,2,0.875,0,Correct-flame48$,2,Strong
14,6,4,2,2,3.8074,0,0,1,1.0,0,^2oCSqdyZVF4H#,2,Strong
5,0,5,0,0,0.0,0,0,5,0.2,0,ttttt,0,Weak
5,0,5,0,0,0.0,0,0,5,0.2,0,ppppp,0,Weak
11,0,7,4,0,3.0958,0,0,2,0.8182,0,pvoc7501oee,1,Medium
10,3,7,0,0,3.1219,0,0,1,0.9,0,cSjaAhycFk,1,Medium
6,0,6,0,0,0.0,0,0,6,0.1667,0,vvvvvv,0,Weak
8,0,7,0,1,2.75,0,0,1,0.875,0,sbnviq%q,1,Medium
16,1,11,2,2,3.75,0,0,2,0.875,0,Pixel-battery92#,2,Strong
5,0,0,5,0,1.9219,0,0,2,0.8,0,15300,0,Weak
5,0,0,5,0,1.5219,0,0,2,0.6,0,70220,0,Weak
14,6,2,3,3,3.6645,0,0,1,0.9286,0,xKz8@49GI#JTJ!,2,Strong
9,0,8,0,1,2.9477,0,0,2,0.8889,0,dscqqkx!i,1,Medium
14,7,2,3,2,3.6645,0,0,1,0.9286,0,yR6Ie4FB!$2FDN,2,Strong
6,0,6,0,0,2.585,0,0,1,1.0,0,master,0,Weak
4,0,4,0,0,1.5,0,0,2,0.75,0,azzv,0,Weak
5,0,5,0,0,0.0,0,0,5,0.2,0,ooooo,0,Weak
8,4,4,0,0,2.75,0,0,1,0.875,0,drzBgKJB,1,Medium
7,0,7,0,0,2.5216,0,0,2,0.8571,0,jessica,0,Weak
7,0,7,0,0,2.5216,1,0,1,0.8571,0,letmein,0,Weak
9,0,0,9,0,3.1699,1,0,1,1.0,1,123456789,0,Weak
14,5,3,4,2,3.8074,0,0,1,1.0,0,L3O9KyE!Tvw&64,2,Strong
15,7,5,2,1,3.6402,0,0,2,0.8667,0,E6zWT1tF*cLhIIt,2,Strong
7,0,7,0,0,0.0,0,0,7,0.1429,0,hhhhhhh,0,Weak
9,0,8,0,1,2.9477,0,0,1,0.8889,0,cevbxnb%f,1,Medium
16,1,11,2,2,3.4528,0,0,2,0.75,0,River-correct40$,2,Strong
10,0,9,1,0,3.3219,0,0,1,1.0,0,pjiylqx1um,1,Medium
6,0,6,0,0,2.2516,0,0,2,0.8333,0,nvvwec,0,Weak
8,0,7,0,1,2.75,0,0,2,0.875,0,czos!ffj,1,Medium
13,4,4,3,2,3.5466,0,0,1,0.9231,0,QKoeQ2%8hcF@9,2,Strong
16,1,11,2,2,3.625,0,0,2,0.8125,0,Flame-correct56@,2,Strong
19,4,8,4,3,4.0374,0,0,1,0.8947,0,9Zq%j7n7SF%d$bGai6g,2,Strong
8,0,6,2,0,2.75,0,0,2,0.875,0,aa1fwt9u,1,Medium
11,0,7,4,0,3.2776,0,0,1,0.9091,0,whg0u43qlx3,1,Medium
8,0,7,1,0,2.75,0,0,1,0.875,0,trustno1,0,Weak
14,1,9,2,2,3.5216,0,0,2,0.8571,0,Cloud-apple83$,2,Strong
6,0,0,6,0,1.585,1,0,1,0.5,0,123123,0,Weak
10,0,9,0,1,2.9219,0,0,1,0.8,0,mxhehic@ev,1,Medium
8,0,7,0,1,2.5,0,0,2,0.75,0,@ykiccsy,1,Medium
4,0,4,0,0,1.5,1,0,2,0.75,0,pass,0,Weak
7,0,7,0,0,2.8074,0,0,1,1.0,0,dgsfrak,0,Weak
8,0,8,0,0,2.75,1,1,1,0.875,0,iloveyou,0,Weak
10,0,6,4,0,3.1219,0,0,1,0.9,0,01qcte9w0a,1,Medium
11,0,10,1,0,2.5949,0,0,1,0.6364,0,dlxzf0dzwdz,1,Medium
8,0,7,0,1,3.0,0,0,1,1.0,0,ptyig!om,1,Medium
7,0,7,0,0,0.0,0,0,7,0.1429,0,vvvvvvv,0,Weak
9,4,5,0,0,2.9477,0,0,2,0.8889,0,haGGntuRN,1,Medium
16,1,11,2,2,3.4528,0,0,2,0.75,0,Correct-tiger49%,2,Strong
15,6,4,2,3,3.7736,0,0,1,0.9333,0,I2%jQzv#@4OXCjS,2,Strong
20,7,7,2,4,3.6464,0,0,1,0.7,0,ix9rp&IXAX%sr&)1rXIF,2,Strong
7,0,7,0,0,2.8074,0,0,1,1.0,0,upniack,0,Weak
15,1,10,2,2,3.6402,0,0,1,0.8667,0,Staple-ocean41$,2,Strong
12,5,7,0,0,3.585,0,0,1,1.0,0,rHqEKRxpgPin,1,Medium
8,0,7,0,1,3.0,0,0,1,1.0,0,nzq@hawi,1,Medium
16,5,5,4,2,4.0,0,0,1,1.0,0,6gY0lz@dUQ7HN*3r,2,Strong
10,0,9,1,0,2.6464,0,0,1,0.7,0,a5uzlzukzy,1,Medium
9,5,4,0,0,3.1699,0,0,1,1.0,0,mKUxPFucS,1,Medium
6,0,6,0,0,2.2516,0,0,1,0.8333,0,ncnybu,0,Weak
5,0,0,5,0,2.3219,0,0,1,1.0,0,68720,0,Weak
16,1,11,2,2,3.375,0,0,1,0.6875,0,Staple-staple71%,2,Strong
5,0,5,0,0,0.0,0,0,5,0.2,0,aaaaa,0,Weak
10,0,6,4,0,3.3219,0,0,1,1.0,0,9y1xu2fli0,1,Medium
10,0,9,0,1,2.9219,0,0,1,0.8,0,pzvd@gkgpx,1,Medium
12,4,5,2,1,3.585,0,0,1,1.0,0,btwSrVgP8!K5,2,Strong
13,4,5,3,1,3.7004,0,0,1,1.0,0,n0dOe@ZJ19tLx,2,Strong
4,0,4,0,0,0.0,0,0,4,0.25,0,eeee,0,Weak
11,4,7,0,0,3.0958,0,0,2,0.8182,0,vvuMtqZdUZg,1,Medium
10,0,9,0,1,3.3219,0,0,1,1.0,0,a#kutlxfeq,1,Medium
4,0,0,4,0,2.0,0,0,1,1.0,0,6239,0,Weak
5,0,0,5,0,2.3219,0,0,1,1.0,0,51984,0,Weak
16,7,5,3,1,3.75,0,0,1,0.875,0,VKzU3aKi91z^SPTj,2,Strong
14,1,9,2,2,3.5216,0,0,1,0.8571,0,Storm-tiger78#,2,Strong
17,4,7,1,5,3.9698,0,0,1,0.9412,0,*TK$z!G%t3trkp#Wj,2,Strong
14,1,9,2,2,3.6645,0,0,1,0.9286,0,Pixel-ocean97%,2,Strong
8,0,8,0,0,2.75,1,1,1,0.875,0,iloveyou,0,Weak
15,1,10,2,2,3.6402,0,0,1,0.8667,0,Horse-staple90$,2,Strong
7,0,0,7,0,2.5216,0,0,2,0.8571,0,5629044,0,Weak
15,1,10,2,2,3.6402,0,0,1,0.8667,0,Pixel-staple14@,2,Strong
9,5,4,0,0,2.9477,0,0,1,0.8889,0,aMYrKypXY,1,Medium
10,0,5,5,0,3.1219,0,0,2,0.9,0,11kjalw563,1,Medium
9,0,8,0,1,2.7255,0,0,1,0.7778,0,vr@wqlqev,1,Medium
10,0,9,0,1,2.7219,0,0,2,0.7,0,uqj%lxxvvu,1,Medium
20,6,7,3,4,4.1219,0,0,1,0.9,0,)g9Z7)JHh@qvp^z6FBjH,2,Strong
7,0,0,7,0,2.5216,0,0,1,0.8571,0,1865953,0,Weak
10,0,9,0,1,3.1219,0,0,1,0.9,0,zmryz%hpin,1,Medium
18,7,6,1,4,3.7255,0,0,1,0.7778,0,Ksu^M^h0i$KC@gOiJO,2,Strong
4,0,4,0,0,0.0,0,0,4,0.25,0,hhhh,0,Weak
6,0,6,0,0,2.585,0,0,1,1.0,0,oqmrsc,0,Weak
8,0,7,0,1,2.75,0,0,1,0.875,0,qbsaoja$,1,Medium
9,5,4,0,0,3.1699,0,0,1,1.0,0,IkiZmVObT,1,Medium
7,0,7,0,0,2.8074,0,0,1,1.0,0,michael,0,Weak
17,4,7,3,3,3.8522,0,0,1,0.8824,0,e8!iAkp2fZ!@dUIf6,2,Strong
16,1,11,2,2,3.3278,0,0,2,0.6875,0,Ocean-correct66$,2,Strong
14,3,3,3,5,3.5216,0,0,1,0.8571,0,#8l^0U*^*t9JTi,2,Strong
